datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,battery,temp,temp_motor,temp_batt,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,hr,extra
2025-07-25T17:44:21.532+0700,0,0,0,0,0,0,0,0,,0,,,0,,,26,,,,,,,,,0,,euc.distance=0
2025-07-25T17:44:21.769+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.distanceUser=0
2025-07-25T17:44:22.067+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.distanceTotal=0
2025-07-25T17:44:22.364+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.firmware=GW2304015
2025-07-25T17:44:22.685+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.make=Begode
2025-07-25T17:44:22.982+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.model=Master Pro
2025-07-25T17:44:23.836+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.name=Master PRO
2025-07-25T17:44:23.860+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.type=GOTWAY
2025-07-25T17:44:24.425+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.btAddress=88:25:84:F0:38:D3
2025-07-25T17:44:24.442+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.btName=GotWay_69594
2025-07-25T17:44:25.040+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.speedCorrection=0
2025-07-25T17:44:25.060+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,26,,,100,,,,,,0,,euc.distCorrection=0
2025-07-25T17:44:25.659+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,27,,,100,,,,,,0,,info.manufacturer=TCL
2025-07-25T17:44:25.675+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,27,,,100,,,,,,0,,info.brand=TCL
2025-07-25T17:44:26.278+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,27,,,100,,,,,,0,,info.device=Goldfinch_NP_Pro
2025-07-25T17:44:26.294+0700,0,0,0,0,0,0,0,0,,0,131.5,0,0,0,100,27,,,100,,,,,,0,,info.display=UP1A.231005.007
