datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,energy_consumption,energy_consumed,battery,battery_corrected_voltage,temp,temp_motor,temp_batt,temp_cpu,temp_imu,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,gps_datetime,gps_duration,gps_duration_riding,gps_distance,gps_lat,gps_lon,gps_speed,gps_speed_avg,gps_speed_avg_riding,gps_speed_max,gps_alt,gps_bearing,gps_acc,hr,extra
2026-02-13T17:01:54.927+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.31,-0.12,,-26,,,64,,21,26,21,,21,100,,-64.4,-1.0,,,0,,,,,,,,,,,,,,,euc.battery1Imbalance=0.008
2026-02-13T17:01:55.251+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.29,0.00,,0,,,64,,21,26,21,,21,100,,-64.4,-1.0,,,0,,,,,,,,,,,,,,,euc.battery2Imbalance=0.011
2026-02-13T17:01:55.639+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.06,,-13,,,64,,21,26,21,,21,100,,-64.4,-1.0,,,0,,,,,,,,,,,,,,,euc.distance=0
2026-02-13T17:01:56.091+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.06,,-13,,,64,,21,26,21,,21,100,,-64.4,-1.0,,,0,,,,,,,,,,,,,,,euc.distanceUser=17.75
2026-02-13T17:01:56.490+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.06,,-13,,,64,,21,26,21,,21,100,,-64.4,-1.0,,,0,,,,,,,,,,,,,,,euc.distanceTotal=20.08
2026-02-13T17:01:56.883+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.02,,-4,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.energyConsumedTotal=562.8
2026-02-13T17:01:58.648+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.08,,-17,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.energyConsumptionTotalAvg=28
2026-02-13T17:01:58.678+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,-0.08,,-17,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.firmware=1.9.130
2026-02-13T17:01:59.553+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.26,0.02,,4,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.firmwareBattery1=2.2.76
2026-02-13T17:02:01.128+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.25,-0.06,,-13,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.firmwareBattery2=2.2.76
2026-02-13T17:02:01.152+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.25,-0.06,,-13,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.firmwareBluetooth=1.4.34
2026-02-13T17:02:01.914+0100,0,0,0.000,20.080,0.00,0.00,0.00,0.00,54.00,0.00,217.23,-0.12,,-26,,,64,,21,26,21,,21,100,,-64.4,-1.1,,,0,,,,,,,,,,,,,,,euc.firmwareInverter=8.3.37
