datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,battery,temp,temp_motor,temp_batt,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,hr,extra
2025-07-25T08:20:20.906+0700,0,0,0,0,0,0,0,0,,0,,,0,,,22,,,,,,,,,0,,euc.distance=0
2025-07-25T08:20:21.085+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.distanceUser=0
2025-07-25T08:20:21.404+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.distanceTotal=0
2025-07-25T08:20:21.699+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.firmware=GW2304015
2025-07-25T08:20:22.048+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.make=Begode
2025-07-25T08:20:22.348+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.model=Master Pro
2025-07-25T08:20:22.642+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.name=Master PRO
2025-07-25T08:20:22.942+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.type=GOTWAY
2025-07-25T08:20:23.264+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.btAddress=88:25:84:F0:38:D3
2025-07-25T08:20:23.571+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.btName=GotWay_69594
2025-07-25T08:20:23.880+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.speedCorrection=0
2025-07-25T08:20:24.175+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,euc.distCorrection=0
2025-07-25T08:20:24.499+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.manufacturer=TCL
2025-07-25T08:20:24.802+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.brand=TCL
2025-07-25T08:20:25.100+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.device=Goldfinch_NP_Pro
2025-07-25T08:20:25.931+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.display=UP1A.231005.007
2025-07-25T08:20:25.957+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.id=UP1A.231005.007
2025-07-25T08:20:26.528+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.model=T803D
2025-07-25T08:20:26.547+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.product=T803D_EEA
2025-07-25T08:20:27.169+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.sdk=34
2025-07-25T08:20:27.209+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.instance=4d7e824fccf1c8a8
2025-07-25T08:20:27.465+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.appVersionName=2.54.0
2025-07-25T08:20:27.589+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.appVersionCode=2020540000
2025-07-25T08:20:27.871+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.timeZone=Europe/Paris
2025-07-25T08:20:28.210+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.gnssTimeSkew=499
2025-07-25T08:20:28.474+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.networkTimeSkew=500
2025-07-25T08:20:28.786+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.gpsTimeSkew=0
2025-07-25T08:20:29.099+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,info.gpsTimeCorrection=0
2025-07-25T08:20:29.394+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:29.719+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:30.017+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:30.322+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:30.638+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:30.940+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
2025-07-25T08:20:31.238+0700,0,0,0,0,0,0,0,0,,0,133.8,0,0,0,100,22,,,100,,,,,,0,,
