datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,energy_consumption,energy_consumed,battery,battery_corrected_voltage,temp,temp_motor,temp_batt,temp_cpu,temp_imu,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,gps_datetime,gps_duration,gps_duration_riding,gps_distance,gps_lat,gps_lon,gps_speed,gps_speed_avg,gps_speed_avg_riding,gps_speed_max,gps_alt,gps_bearing,gps_acc,hr,extra
2026-02-25T09:34:05.190+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.19,-0.12,,-28,,,100,,17,22,18,,17,100,,-57.6,-2.2,,,0,2026-02-25T09:34:05.030+0100,0,0,0.000,48.1228783,-1.8623550,0.00,0.00,0.00,0.00,37.9,83,5,,euc.battery1Imbalance=0.009
2026-02-25T09:34:05.455+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.22,-0.18,,-42,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:05.030+0100,0,0,0.000,48.1228783,-1.8623550,0.00,0.00,0.00,0.00,37.9,83,5,,euc.distance=0
2026-02-25T09:34:05.780+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.22,-0.12,,-28,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:05.030+0100,0,0,0.000,48.1228783,-1.8623550,0.00,0.00,0.00,0.00,37.9,83,5,,euc.distanceUser=71.14
2026-02-25T09:34:06.085+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.21,-0.12,,-28,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:05.030+0100,0,0,0.000,48.1228783,-1.8623550,0.00,0.00,0.00,0.00,37.9,83,5,,euc.distanceTotal=73.47
2026-02-25T09:34:06.421+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.21,-0.09,,-21,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:07.000+0100,0,0,0.000,48.1228783,-1.8623450,0.53,0.18,0.00,0.53,38.4,179,4,,euc.energyConsumedTotal=2016.7
2026-02-25T09:34:07.232+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.22,-0.06,,-14,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:07.000+0100,0,0,0.000,48.1228783,-1.8623450,0.53,0.18,0.00,0.53,38.4,179,4,,euc.energyConsumptionTotalAvg=27.4
2026-02-25T09:34:07.242+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.22,-0.06,,-14,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:07.000+0100,0,0,0.000,48.1228783,-1.8623450,0.53,0.18,0.00,0.53,38.4,179,4,,euc.firmware=1.9.130
2026-02-25T09:34:07.909+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.21,-0.16,,-37,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:08.000+0100,0,0,0.000,48.1228733,-1.8623467,0.27,0.20,0.00,0.53,38.7,176,4,,euc.firmwareBattery1=2.2.76
2026-02-25T09:34:07.931+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.21,-0.16,,-37,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:08.000+0100,0,0,0.000,48.1228733,-1.8623467,0.27,0.20,0.00,0.53,38.7,176,4,,euc.firmwareBattery2=2.2.76
2026-02-25T09:34:09.772+0100,0,0,0.000,73.470,0.00,0.00,0.00,0.00,54.00,0.00,231.22,-0.09,,-21,,,100,,17,22,18,,17,100,,-57.6,-2.3,,,0,2026-02-25T09:34:10.000+0100,0,0,0.000,48.1229100,-1.8623433,0.00,0.22,0.00,0.53,40.4,329,3,,euc.firmwareBluetooth=1.4.34
