datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,battery,temp,temp_motor,temp_batt,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,hr,extra
2025-05-20T17:14:15.789+0700,0,0,0,0,0,0,0,0,,,,,0,,,26,,,100,,,,,,0,,euc.distance=0
2025-05-20T17:14:15.988+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.distanceUser=0
2025-05-20T17:14:16.278+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.distanceTotal=0
2025-05-20T17:14:16.588+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.firmware=GW2304015
2025-05-20T17:14:16.905+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.make=Begode
2025-05-20T17:14:17.216+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.model=Master Pro
2025-05-20T17:14:17.497+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.name=Master PRO
2025-05-20T17:14:17.812+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.type=GOTWAY
2025-05-20T17:14:18.114+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.btAddress=88:25:84:F0:38:D3
2025-05-20T17:14:18.430+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.btName=GotWay_69594
2025-05-20T17:14:18.737+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.speedCorrection=0
2025-05-20T17:14:19.045+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,euc.distCorrection=0
2025-05-20T17:14:19.358+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.manufacturer=TCL
2025-05-20T17:14:19.654+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.brand=TCL
2025-05-20T17:14:19.995+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.device=Goldfinch_NP_Pro
2025-05-20T17:14:20.291+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.display=UP1A.231005.007
2025-05-20T17:14:20.573+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.id=UP1A.231005.007
2025-05-20T17:14:20.894+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.model=T803D
2025-05-20T17:14:21.193+0700,0,0,0,0,0,0,0,0,,0,126.2,0,0,0,80,26,,,100,,,,,,0,,info.product=T803D_EEA
2025-05-20T17:14:21.493+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.sdk=34
2025-05-20T17:14:21.814+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.instance=4d7e824fccf1c8a8
2025-05-20T17:14:22.117+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.appVersionName=2.54.0
2025-05-20T17:14:22.428+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.appVersionCode=2020540000
2025-05-20T17:14:23.315+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.timeZone=Europe/Paris
2025-05-20T17:14:23.365+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.gnssTimeSkew=499
2025-05-20T17:14:23.860+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.networkTimeSkew=500
2025-05-20T17:14:23.875+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.gpsTimeSkew=0
2025-05-20T17:14:24.492+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,info.gpsTimeCorrection=0
2025-05-20T17:14:24.514+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:25.098+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:25.124+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:25.738+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:25.762+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:26.330+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:26.351+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:26.977+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:27.004+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:27.565+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:27.581+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:28.172+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:28.195+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:28.793+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:28.814+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
2025-05-20T17:14:29.409+0700,0,0,0,0,0,0,0,0,,0,126.1,0,0,0,80,26,,,100,,,,,,0,,
