datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,energy_consumption,energy_consumed,battery,battery_corrected_voltage,temp,temp_motor,temp_batt,temp_cpu,temp_imu,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,gps_datetime,gps_duration,gps_duration_riding,gps_distance,gps_lat,gps_lon,gps_speed,gps_speed_avg,gps_speed_avg_riding,gps_speed_max,gps_alt,gps_bearing,gps_acc,hr,extra
2026-04-04T15:35:00.571+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.78,-0.59,,-135,,,95,228.67,27,45,22,,37,95,,-0.5,1.1,,,0,2026-04-04T15:34:59.500+0200,0,0,0.000,48.0941933,-2.1453633,0.37,0.25,0.00,0.37,94.1,85,2,,euc.batteryCircuitResistance=0.18
2026-04-04T15:35:00.991+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.76,-0.50,,-114,,,95,228.68,27,45,22,,37,95,,-0.5,1.2,,,0,2026-04-04T15:34:59.500+0200,0,0,0.000,48.0941933,-2.1453633,0.37,0.25,0.00,0.37,94.1,85,2,,euc.battery1Imbalance=0.006
2026-04-04T15:35:01.323+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.78,-0.56,,-128,,,95,228.68,27,45,22,,37,95,,-0.4,1.9,,,0,2026-04-04T15:35:01.000+0200,0,0,0.000,48.0941917,-2.1453583,0.42,0.29,0.00,0.42,94.2,98,2,,euc.distance=0
2026-04-04T15:35:01.588+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.81,-0.82,,-188,,,95,228.66,27,45,22,,37,95,,-0.3,2.2,,,0,2026-04-04T15:35:01.000+0200,0,0,0.000,48.0941917,-2.1453583,0.42,0.29,0.00,0.42,94.2,98,2,,euc.distanceUser=331.149
2026-04-04T15:35:01.895+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.76,-0.48,,-110,,,95,228.68,27,45,22,,37,95,,-0.4,2.1,,,0,2026-04-04T15:35:01.000+0200,0,0,0.000,48.0941917,-2.1453583,0.42,0.29,0.00,0.42,94.2,98,2,,euc.distanceTotal=333.479
2026-04-04T15:35:02.227+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.87,-0.82,,-188,,,95,228.72,27,45,22,,37,96,,-0.3,2.0,,,0,2026-04-04T15:35:02.000+0200,0,0,0.000,48.0941900,-2.1453583,0.39,0.31,0.00,0.42,94.4,146,2,,euc.energyConsumedTotal=10592.9
2026-04-04T15:35:02.643+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.87,-0.96,,-220,,,95,228.70,27,45,22,,38,95,,-0.3,2.2,,,0,2026-04-04T15:35:02.000+0200,0,0,0.000,48.0941900,-2.1453583,0.39,0.31,0.00,0.42,94.4,146,2,,euc.energyConsumptionTotalAvg=31.8
2026-04-04T15:35:02.991+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.86,-0.66,,-151,,,95,228.74,27,45,22,,37,95,,-0.4,2.0,,,0,2026-04-04T15:35:02.000+0200,0,0,0.000,48.0941900,-2.1453583,0.39,0.31,0.00,0.42,94.4,146,2,,euc.firmware=1.9.130
2026-04-04T15:35:04.969+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.81,-0.56,,-128,,,95,228.71,27,45,22,,37,95,,-0.5,0.6,,,0,2026-04-04T15:35:04.000+0200,0,0,0.000,48.0941833,-2.1453600,0.27,0.28,0.00,0.42,94.5,288,2,,euc.firmwareBattery1=2.2.76
2026-04-04T15:35:06.525+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.92,-0.88,,-201,,,95,228.76,27,45,22,,37,95,,-0.4,0.9,,,0,2026-04-04T15:35:06.000+0200,0,0,0.000,48.0941867,-2.1453750,0.71,0.35,0.00,0.71,94.8,279,2,,euc.firmwareBattery2=2.2.76
2026-04-04T15:35:06.531+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.92,-0.88,,-201,,,95,228.76,27,45,22,,37,95,,-0.4,0.9,,,0,2026-04-04T15:35:06.000+0200,0,0,0.000,48.0941867,-2.1453750,0.71,0.35,0.00,0.71,94.8,279,2,,euc.firmwareBluetooth=1.4.34
2026-04-04T15:35:07.125+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.90,-0.88,,-201,,,95,228.75,27,45,22,,37,95,,-0.4,0.7,,,0,2026-04-04T15:35:07.000+0200,0,0,0.000,48.0941883,-2.1453833,0.86,0.40,0.00,0.86,94.7,274,2,,euc.firmwareInverter=8.3.37
2026-04-04T15:35:07.132+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.90,-0.88,,-201,,,95,228.75,27,45,22,,37,95,,-0.4,0.7,,,0,2026-04-04T15:35:07.000+0200,0,0,0.000,48.0941883,-2.1453833,0.86,0.40,0.00,0.86,94.7,274,2,,euc.make=Inmotion
2026-04-04T15:35:07.908+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.93,-0.94,,-215,,,95,228.76,27,45,22,,37,95,,-0.4,-1.1,,,0,2026-04-04T15:35:07.000+0200,0,0,0.000,48.0941883,-2.1453833,0.86,0.40,0.00,0.86,94.7,274,2,,euc.model=P6
2026-04-04T15:35:07.915+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.93,-0.94,,-215,,,95,228.76,27,45,22,,37,95,,-0.4,-1.1,,,0,2026-04-04T15:35:07.000+0200,0,0,0.000,48.0941883,-2.1453833,0.86,0.40,0.00,0.86,94.7,274,2,,euc.serial=A14219B060021909
2026-04-04T15:35:08.598+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.89,-0.82,,-188,,,95,228.74,27,45,22,,37,95,,-0.3,-1.6,,,0,2026-04-04T15:35:08.000+0200,0,0,0.000,48.0941867,-2.1453900,0.75,0.43,0.00,0.86,94.5,273,2,,euc.serialBattery1=this is default mess
2026-04-04T15:35:08.605+0200,0,0,0.000,333.479,0.00,0.00,0.00,0.00,55.00,0.00,228.89,-0.82,,-188,,,95,228.74,27,45,22,,37,95,,-0.3,-1.6,,,0,2026-04-04T15:35:08.000+0200,0,0,0.000,48.0941867,-2.1453900,0.75,0.43,0.00,0.86,94.5,273,2,,euc.serialBattery2=this is default mess
