date,time,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2026-01-20,16:50:55.973,0.00,81.50,0.20,0.00,0.00,0.00,0.00,88,0,0,13,0,0.00,0.00,,
2026-01-20,16:50:57.447,0.00,130.40,0.10,0.70,91.28,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:50:58.843,0.00,130.40,0.40,0.00,138.22,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:50:58.843,0.00,130.40,0.40,0.00,138.22,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:50:59.574,0.00,130.40,0.00,0.00,99.10,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:50:59.574,0.00,130.40,0.00,0.00,99.10,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:00.069,0.00,130.40,0.10,0.00,80.85,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:00.069,0.00,130.40,0.10,0.00,80.85,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:00.801,0.00,130.40,0.40,0.00,96.50,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:00.801,0.00,130.40,0.40,0.00,96.50,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:01.409,0.00,130.40,0.10,0.00,62.59,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:01.409,0.00,130.40,0.10,0.00,62.59,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:02.016,0.00,130.40,0.20,0.00,69.11,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:02.016,0.00,130.40,0.20,0.00,69.11,0.00,0.00,88,0,0,13,9,0.00,0.00,,
2026-01-20,16:51:02.499,0.00,130.40,0.40,0.00,40.42,0.00,0.00,88,0,0,13,9,0.00,0.00,,
